object_type,difference,object,category,blocker,assessment
columns,staging_only,battle_spectator_private.grants.match_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.account_deletion_holds.released_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_refund_requests.reason,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_stripe_onboarding_requests.seller_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.delivery_review_status,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_tax_events.platform_fee_delta,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_financial_documents.issuer_role,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_pickup_handovers.buyer_confirmed_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_reservations.reserved_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.delivery_evidence_ref,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notice_appeals.appellant_user_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_stripe_accounts.seller_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.seller_net_amount,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_revision_items.item_sha256,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_value_snapshots.id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_tax_exports.export_format,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_tax_exports.id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_contract_snapshots.unit_price,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_stripe_accounts.onboarding_status,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_tax_events.gross_consideration_delta,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.marketplace_compliance_policy.seller_onboarding_enforced,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,battle_spectator_private.links.updated_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_fulfillments.receiver_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.account_deletion_requests.request_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_offers.stripe_account_id_snapshot,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_threads.shipping_due_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_seller_accounts.trader_display_name,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.trade_user_eligibility.buyer_confirmed_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_configuration.sandbox_enabled,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_revisions.created_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notice_appeals.notice_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_revisions.content_sha256,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_value_snapshots.revision_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,battle_spectator_private.presence.user_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_account_audit.new_status,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.delivery_review_note,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_financial_documents.document_status,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_pickup_handovers.thread_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_revisions.proposed_by,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.account_data_rights_audit.created_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_financial_documents.currency,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notices.case_reference,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_fulfillments.shipping_due_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,battle_spectator_media_private.epochs.generation,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_legal_profiles.representative_name,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,battle_spectator_media_private.revocations.state,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_withdrawals.consumer_name,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_reservations.thread_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_offers.amount_due_cents_snapshot,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.marketplace_message_outbox.updated_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_fulfillments.tracking_required,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_legal_profiles.seller_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_offers.buyer_type_snapshot,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_contract_snapshots.seller_type,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_contract_snapshots.currency,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_attempts.seller_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_legal_profiles.postal_code,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_seller_accounts.seller_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_withdrawal_drafts.buyer_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,battle_spectator_media_private.config.singleton,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_pickup_handovers.generated_by,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_cases.id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_seller_accounts.onboarding_status,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_withdrawals.submitted_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_offers.reserved_quantity,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_review_actions.id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notice_events.notice_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_stripe_accounts.requirements_due_count,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_financial_documents.tax_cents,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,battle_spectator_private.presence.tab_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_contract_snapshots.goods_total,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.trade_user_eligibility.user_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_offers.payment_live_mode_snapshot,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_pickup_handovers.expires_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_attempts.refunded_cents,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.user_data_export_events.user_id_hash,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_offers.offer_review_hash,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_pickup_handovers.generated_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.paid_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.user_data_export_events.export_format,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.data_retention_rules.purpose,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_attempts.platform_fee_cents,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_allocations.contract_snapshot_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notice_events.event_type,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_tax_export_rows.reporting_quarter,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_offers.reservation_expires_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_tax_exports.export_kind,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,battle_spectator_media_private.revocations.created_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_tax_identifiers.identifier_kind,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.delivery_evidence_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.account_deletion_requests.storage_manifest,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_contract_snapshots.product_snapshot,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.provider_payment_ref,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.marketplace_message_delivery_events.error_summary,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_withdrawals.contract_snapshot_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_stripe_onboarding_requests.id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_offers.checkout_hash_snapshot,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.marketplace_message_delivery_events.attempt,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.marketplace_message_outbox.id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_attempts.updated_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_tax_identifiers.seller_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_fulfillments.received_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_contract_snapshots.payment_provider,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.buyer_received_ok_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.marketplace_message_outbox.payload,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_attempts.prepared_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_fulfillments.carrier,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_revision_items.reference_value_eur,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_withdrawal_drafts.seller_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.marketplace_message_outbox.message_kind,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notices.good_faith_confirmed,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_declarations.declaration_kind,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_shipping_addresses.city,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_stripe_events.provider_created_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notices.exact_url,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_cases.responded_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,battle_spectator_private.presence.session_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.platform_fee_amount,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notices.decision_reason,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_legal_profiles.register_name,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notices.original_listing_status,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.delivery_evidence_source,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_revisions.revision_no,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.trade_user_eligibility.updated_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_cases.thread_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_stripe_accounts.charges_enabled,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_tax_events.activity_count_delta,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_revision_items.id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.data_retention_rules.retention_rule,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_fulfillments.receiver_confirmed_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_value_snapshots.owner_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notices.reporter_email_hash,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_refund_requests.id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_contract_snapshots.buyer_type,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_refund_requests.amount_cents,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.marketplace_compliance_policy.updated_by,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_stripe_events.stripe_account_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.seller_legal_profiles.legal_first_name,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_threads.completed_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.shipping_due_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notice_appeals.appellant_kind,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_contract_snapshots.shipping_cost,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_revision_items.revision_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.delivery_review_requested_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.account_data_rights_audit.event_type,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_cases.resolved_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_pickup_messages.context_type,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_threads.updated_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_configuration.platform_fee_tax_treatment,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notices.reporter_user_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_financial_documents.created_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,public.market_orders.risk_tracking_required,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_tax_export_rows.export_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_withdrawals.draft_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_stripe_events.payload_sha256,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notices.status,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_configuration.updated_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_payment_attempts.order_id,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_swap_fulfillments.updated_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_tax_exports.reporting_quarter,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.listing_notices.submitted_at,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
columns,staging_only,dv_market_private.market_invoice_authorizations.authorization_version,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
